品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
G,广汽传祺,广汽乘用车,传祺GS4,2018款 235T 自动四驱豪华智联版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:45.671881
G,广汽传祺,广汽乘用车,传祺GS4,2018款 235T 自动两驱豪华智联版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:45.857764
G,广汽传祺,广汽乘用车,传祺GS4,2018款 235T 自动四驱至尊版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:46.031656
G,广汽传祺,广汽乘用车,传祺GS4,2019款 270T 手动两驱豪华版,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,手刹,2019-09-27 12:48:46.232534
G,广汽传祺,广汽乘用车,传祺GS4,2019款 270T 自动两驱至尊版,4,L,4,6挡手自一体,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:46.420351
G,广汽传祺,广汽乘用车,传祺GS4,2019款 270T 自动两驱精英版,4,L,4,6挡手自一体,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:46.617898
G,广汽传祺,广汽乘用车,传祺GS4,2019款 270T 手动两驱精英版,4,L,4,6挡手动,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,手刹,2019-09-27 12:48:46.866741
G,广汽传祺,广汽乘用车,传祺GS5,2019款 235T 自动精英版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:47.509648
G,广汽传祺,广汽乘用车,传祺GS5,2019款 235T 自动舒适版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:47.678206
G,广汽传祺,广汽乘用车,传祺GS5,2019款 270T 自动尊享版,4,L,4,6挡手自一体,1.5,国VI,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:47.870090
G,广汽传祺,广汽乘用车,传祺GS5,2019款 235T 手动舒适版,4,L,4,6挡手动,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:48.047978
G,广汽传祺,广汽乘用车,传祺GS5,2019款 270T 自动尊贵版,4,L,4,6挡手自一体,1.5,国VI,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:48.223869
G,广汽传祺,广汽乘用车,传祺GS5,2019款 270T 自动精英版,4,L,4,6挡手自一体,1.5,国VI,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:48.436248
G,广汽传祺,广汽乘用车,传祺GS5,2019款 270T 自动舒适版,4,L,4,6挡手自一体,1.5,国VI,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:48.622132
G,广汽传祺,广汽乘用车,传祺GS5,2019款 235T 自动豪华版,4,L,4,6挡手自一体,1.5,国V,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:48.805020
G,广汽传祺,广汽乘用车,传祺GS5,2019款 270T 自动豪华版,4,L,4,6挡手自一体,1.5,国VI,2018.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:49.090842
G,广汽传祺,广汽乘用车,传祺GS7,2019款 390T 两驱精英型,4,L,4,6挡手自一体,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:49.702535
G,广汽传祺,广汽乘用车,传祺GS7,2019款 390T 两驱豪华型,4,L,4,6挡手自一体,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:49.888055
G,广汽传祺,广汽乘用车,传祺GS7,2019款 390T 两驱尊贵型,4,L,4,6挡手自一体,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:50.056947
G,广汽传祺,广汽乘用车,传祺GS7,2017款 320T 四驱尊贵型,4,L,4,6挡手自一体,2.0,国V,2017.08,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:50.245833
G,广汽传祺,广汽乘用车,传祺GS7,2017款 280T 两驱豪华型,4,L,4,6挡手自一体,1.8,国V,2017.08,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:50.440709
G,广汽传祺,广汽乘用车,传祺GS7,2017款 320T 两驱豪华型,4,L,4,6挡手自一体,2.0,国V,2017.08,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:50.648583
G,广汽传祺,广汽乘用车,传祺GS7,2017款 320T 四驱豪华智联型,4,L,4,6挡手自一体,2.0,国V,2017.08,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:50.820477
G,广汽传祺,广汽乘用车,传祺GS7,2019款 390T 两驱豪华智联型,4,L,4,6挡手自一体,2.0,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:51.024775
G,广汽传祺,广汽乘用车,传祺GS7,2017款 320T 两驱豪华智联型,4,L,4,6挡手自一体,2.0,国V,2017.08,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:51.201666
G,广汽传祺,广汽乘用车,传祺GS8,2017款 320T 四驱至尊版（七座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:51.744357
G,广汽传祺,广汽乘用车,传祺GS8,2017款 320T 四驱豪华智联版（七座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:51.924826
G,广汽传祺,广汽乘用车,传祺GS8,2017款 320T 两驱精英版（五座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:52.114707
G,广汽传祺,广汽乘用车,传祺GS8,2017款 320T 两驱尊贵版（七座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:52.319605
G,广汽传祺,广汽乘用车,传祺GS8,2017款  320T 两驱豪华版（七座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:52.469513
G,广汽传祺,广汽乘用车,传祺GS8,2019款 390T 两驱豪华智联版（七座）,4,L,4,6挡手自一体,2.0,国VI,2019.07,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:52.658166
G,广汽传祺,广汽乘用车,传祺GS8,2017款 320T 两驱豪华智联版（七座）,4,L,4,6挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 12:48:52.819067
G,广汽集团,广汽丰田,广汽ix4,2018款 豪华版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,待查,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:57.993450
G,广汽集团,广汽丰田,广汽ix4,2018款 领先版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,待查,5,多连杆式独立悬架,电子驻车,2019-09-27 12:48:58.110507
G,广汽集团,广汽丰田,广汽丰田iA5,2019款 尊贵版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.09,纯电动,暂无数据,待查,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:58.589583
G,广汽集团,广汽丰田,广汽丰田iA5,2019款 豪华版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.09,纯电动,暂无数据,待查,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:58.740490
G,广汽集团,广汽丰田,广汽丰田iA5,2019款 领先版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.09,纯电动,暂无数据,待查,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:58.873333
G,广汽集团,广汽三菱,祺智EV,2019款 EV530 锋行版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.10,纯电动,暂无数据,三年或12万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:59.535716
G,广汽集团,广汽三菱,祺智EV,2020款 睿行版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.09,纯电动,暂无数据,三年或12万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:59.691621
G,广汽集团,广汽三菱,祺智EV,2020款 畅行版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.09,纯电动,暂无数据,三年或12万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:59.830531
G,广汽集团,广汽三菱,祺智EV,2019款 EV530 智行版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.10,纯电动,暂无数据,三年或12万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:48:59.970444
G,广汽集团,广汽三菱,祺智PHEV,2019款 1.5L 智联尊贵版,4,L,4,电动车单速变速箱,1.5,国V,2018.08,插电式混合动力,92号,三年或12万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:00.486939
G,广汽集团,广汽三菱,祺智PHEV,2018款 1.5L 智联尊贵版,4,L,4,电动车单速变速箱,1.5,国V,2017.12,插电式混合动力,92号,三年或12万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:00.624851
G,广汽集团,广汽三菱,祺智PHEV,2018款 1.5L 智联豪华版,4,L,4,电动车单速变速箱,1.5,国V,2017.12,插电式混合动力,92号,三年或12万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:00.775759
G,广汽集团,广汽三菱,祺智PHEV,2019款 1.5L 智联豪华版,4,L,4,电动车单速变速箱,1.5,国V,2018.08,插电式混合动力,92号,三年或12万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:01.003616
G,广汽新能源,广汽新能源,Aion LX(埃安LX),2019款 60,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,四年或15万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:01.557699
G,广汽新能源,广汽新能源,Aion LX(埃安LX),2019款 80D,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,四年或15万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:01.717635
G,广汽新能源,广汽新能源,Aion LX(埃安LX),2019款 70,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,四年或15万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:01.871540
G,广汽新能源,广汽新能源,Aion LX(埃安LX),2019款 80,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,四年或15万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:02.056429
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅 630,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.04,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:02.608923
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅Evo 630,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.04,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:02.771824
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅Max 630,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.04,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:02.910740
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 炫 630,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.06,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:03.210643
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅 530,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.08,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:03.350556
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅Evo 530,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.08,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:03.503463
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 魅Max 530,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.08,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:03.671358
G,广汽新能源,广汽新能源,Aion S(埃安S),2019款 炫 530,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2019.04,纯电动,暂无数据,四年或15万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:03.868235
G,广汽新能源,广汽新能源,传祺GA3S PHEV,2017款 1.5L 尊享版,4,L,4,电动车单速变速箱,1.5,国V,2017.04,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:04.344941
G,广汽新能源,广汽新能源,传祺GA3S PHEV,2017款 1.5L 精英版,4,L,4,电动车单速变速箱,1.5,国V,2017.04,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:04.497894
G,广汽新能源,广汽新能源,传祺GE3,2018款 530 互联网尊享版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:05.086243
G,广汽新能源,广汽新能源,传祺GE3,2018款 530 互联网悦享版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:05.233151
G,广汽新能源,广汽新能源,传祺GE3,2018款 530 乐享版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:05.750910
G,广汽新能源,广汽新能源,传祺GE3,2018款 530 智享版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,2018.08,纯电动,暂无数据,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:05.884826
G,广汽新能源,广汽新能源,传祺GS4新能源,2019款 1.5L PHEV尊享版,4,L,4,电动车单速变速箱,1.5,国V,2018.09,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:06.565961
G,广汽新能源,广汽新能源,传祺GS4新能源,2017款 1.5L PHEV尊享版,4,L,4,电动车单速变速箱,1.5,国V,2017.06,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:06.732884
G,广汽新能源,广汽新能源,传祺GS4新能源,2019款 1.5L PHEV智享版,4,L,4,电动车单速变速箱,1.5,国V,2018.09,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:06.883792
G,广汽新能源,广汽新能源,传祺GS4新能源,2017款 1.5L PHEV智享版,4,L,4,电动车单速变速箱,1.5,国V,2017.06,插电式混合动力,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:07.026701
H,哈弗,长城汽车,哈弗F5,2018款 1.5T i范,4,L,4,7挡双离合,1.5,国V,2018.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:09.539481
H,哈弗,长城汽车,哈弗F5,2018款 1.5T i型,4,L,4,7挡双离合,1.5,国V,2018.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:09.691770
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i酷 国V,4,L,4,7挡双离合,1.5,国V,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:10.662428
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i潮 国VI,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:10.965559
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i酷 国VI,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.109470
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.269377
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i潮 国V,4,L,4,7挡双离合,1.5,国V,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.407395
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i范 国V,4,L,4,7挡双离合,1.5,国V,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.556318
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i型 国V,4,L,4,7挡双离合,1.5,国V,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.696236
H,哈弗,长城汽车,哈弗F5,2019款 国潮版 1.5T i范 国VI,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:11.878403
H,哈弗,长城汽车,哈弗F5,2018款 1.5T i潮,4,L,4,7挡双离合,1.5,国V,2018.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:12.023932
H,哈弗,长城汽车,哈弗F5,2018款 1.5T i酷,4,L,4,7挡双离合,1.5,国V,2018.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:12.143857
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i潮 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:12.626558
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i秀 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:12.769478
H,哈弗,长城汽车,哈弗F7,2019款 2.0T 四驱i悦 国V,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:12.912391
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i型 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.051333
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i酷 国V,4,L,4,7挡双离合,1.5,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.189498
H,哈弗,长城汽车,哈弗F7,2019款 2.0T 四驱70周年限量版,4,L,4,7挡双离合,2.0,国VI,2019.09,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.381793
H,哈弗,长城汽车,哈弗F7,2019款 2.0T 两驱i范 国V,4,L,4,7挡双离合,2.0,国V,2018.11,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.533697
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i型 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.684607
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i秀 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:13.868518
H,哈弗,长城汽车,哈弗F7,2019款 2.0T 四驱i悦 国VI,4,L,4,7挡双离合,2.0,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:14.012430
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i酷 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:14.247291
H,哈弗,长城汽车,哈弗F7,2019款 1.5T 两驱i潮 国VI,4,L,4,7挡双离合,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:14.389788
H,哈弗,长城汽车,哈弗F7,2019款 2.0T 两驱i范 国VI,4,L,4,7挡双离合,2.0,国VI,2019.06,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:14.530699
H,哈弗,长城汽车,哈弗F7x,2019款 2.0T 四驱极智运动版,4,L,4,7挡双离合,2.0,国VI,2019.05,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.031424
H,哈弗,长城汽车,哈弗F7x,2019款 2.0T 两驱极智潮玩版,4,L,4,7挡双离合,2.0,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.186775
H,哈弗,长城汽车,哈弗F7x,2019款 2.0T 两驱极智科技版,4,L,4,7挡双离合,2.0,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.343676
H,哈弗,长城汽车,哈弗F7x,2019款 1.5T 两驱极智科技版,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.499584
H,哈弗,长城汽车,哈弗F7x,2019款 1.5T 两驱极智潮玩版,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.646490
H,哈弗,长城汽车,哈弗F7x,2019款 1.5T 两驱极智潮玩版lite,4,L,4,7挡双离合,1.5,国VI,2019.04,汽油,92号,三年或10万公里,5,双横臂式独立悬架,电子驻车,2019-09-27 12:49:15.811387
H,哈弗,长城汽车,哈弗H1,2017款 红标 1.5L 手动舒适型,4,L,4,5挡手动,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,纵臂扭力梁式复合悬架,手刹,2019-09-27 12:49:16.365848
H,哈弗,长城汽车,哈弗H1,2017款 红标 1.5L AMT舒适型,4,L,4,6挡AMT,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,纵臂扭力梁式复合悬架,手刹,2019-09-27 12:49:16.521750
H,哈弗,长城汽车,哈弗H1,2017款 红标 1.5L 手动标准型,4,L,4,5挡手动,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,纵臂扭力梁式复合悬架,手刹,2019-09-27 12:49:16.677652
H,哈弗,长城汽车,哈弗H1,2017款 红标 1.5L AMT豪华型,4,L,4,6挡AMT,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,纵臂扭力梁式复合悬架,手刹,2019-09-27 12:49:16.893517
H,哈弗,长城汽车,哈弗H1,2017款 红标 1.5L 手动豪华型,4,L,4,5挡手动,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,纵臂扭力梁式复合悬架,手刹,2019-09-27 12:49:17.046422
H,哈弗,长城汽车,哈弗H2,2018款 1.5T 手动两驱时尚型 国VI,4,L,4,6挡手动,1.5,国VI,暂无数据,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:17.537392
H,哈弗,长城汽车,哈弗H2,2018款 1.5T 双离合两驱时尚型 国VI,4,L,4,7挡双离合,1.5,国VI,暂无数据,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:17.673887
H,哈弗,长城汽车,哈弗H2,2018款 1.5T 双离合两驱风尚型 国VI,4,L,4,7挡双离合,1.5,国VI,暂无数据,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:17.937821
H,哈弗,长城汽车,哈弗H2,2018款 1.5T 手动两驱风尚型 国VI,4,L,4,6挡手动,1.5,国VI,暂无数据,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.077829
H,哈弗,长城汽车,哈弗H2,2018款 1.5T 双离合两驱智尚型 国VI,4,L,4,7挡双离合,1.5,国VI,暂无数据,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.217742
H,哈弗,长城汽车,哈弗H2,2018款 创享版 1.5T 双离合两驱智尚型 国V,4,L,4,7挡双离合,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.364765
H,哈弗,长城汽车,哈弗H2,2018款 创享版 1.5T 双离合两驱时尚型 国V,4,L,4,7挡双离合,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.482697
H,哈弗,长城汽车,哈弗H2,2018款 创享版 1.5T 双离合两驱风尚型 国V,4,L,4,7挡双离合,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.682567
H,哈弗,长城汽车,哈弗H2,2018款 创享版 1.5T 手动两驱时尚型 国V,4,L,4,6挡手动,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.837471
H,哈弗,长城汽车,哈弗H2,2018款 创享版 1.5T 手动两驱风尚型 国V,4,L,4,6挡手动,1.5,国V,2018.12,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:49:18.984507
H,哈弗,长城汽车,哈弗H2s,2018款 蓝标 1.5T 双离合风尚型,4,L,4,7挡双离合,1.5,国V,2018.08,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:19.742581
H,哈弗,长城汽车,哈弗H2s,2018款 1.5T 手动风尚型,4,L,4,6挡手动,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:49:19.952475
