品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 7座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:13.279962
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 5座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 09:15:13.465845
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动悦享型 6座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:13.589768
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动优享型 6座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:13.724685
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动悦享型 7座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:13.915568
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动智享型 7座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:14.025500
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动优享型 5座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:14.192394
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 7座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:15:14.340697
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动智享型 5座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:14.460622
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT智享型 5座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:14.570561
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT尊享型 7座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:14.679494
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动悦享型 5座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:14.800419
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动尊享型 6座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:14.931339
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT耀旅版 6座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:15.545224
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT优享型 7座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:16.197335
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT优享型 6座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:16.365230
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动智享型 7座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:16.708523
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT尊享型 7座 国V,4,L,4,7挡双离合,1.6,国V,国V,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:16.814992
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 7座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.245256
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT智旅版 7座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.357187
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT尊旅版 7座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.474117
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT悦旅版 7座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.579049
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT智享型 7座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.683985
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 6座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.810905
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT尊享型 6座 国V,4,L,4,7挡双离合,1.6,国V,国V,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:17.951702
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT耀旅版 7座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:18.079621
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动智享型 7座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:18.499269
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动智享型 5座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:18.617198
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动尊享型 7座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:18.805080
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动悦享型 5座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:18.963800
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 7座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,手刹,2019-09-27 09:15:19.180666
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动悦享型 5座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:19.294594
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动智享型 6座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:19.445502
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT尊享型 5座 国V,4,L,4,7挡双离合,1.6,国V,国V,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:19.791289
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT尊旅版 6座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:19.991164
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动悦享型 6座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:20.113087
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动智享型 6座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:20.303970
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT优享型 5座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:20.556285
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动智享型 6座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:20.736174
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 6座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,手刹,2019-09-27 09:15:20.942884
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 6座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:21.122773
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动优享型 7座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:21.328644
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动悦享型 6座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:21.533518
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 6座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,6,扭力梁式非独立悬架,手刹,2019-09-27 09:15:21.704413
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT智旅版 6座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:21.935269
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 自动尊享型 5座 国V,4,L,4,8挡手自一体,1.5,国V,国V,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:22.126151
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 5座 国VI,4,L,4,6挡手动,1.5,国VI,国VI,汽油,92号,十年或20万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 09:15:22.310035
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT悦旅版 6座 国VI,4,L,4,7挡双离合,1.6,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:22.513910
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动尊享型 5座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:22.731774
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动优享型 5座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 09:15:22.949640
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T 手动悦享型 7座 国V,4,L,4,6挡手动,1.5,国V,国V,汽油,92号,十年或20万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:23.154516
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT尊享型 6座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:23.364423
J,捷途,奇瑞汽车,捷途X90,2019款 1.6T DCT智享型 7座 国V,4,L,4,7挡双离合,1.6,国V,国V,汽油,92号,十年或20万公里,7,多连杆式独立悬架,电子驻车,2019-09-27 09:15:23.656241
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT智享型 6座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:23.874617
J,捷途,奇瑞汽车,捷途X90,2019款 1.5T DCT悦享型 6座 国VI,4,L,4,6挡双离合,1.5,国VI,国VI,汽油,92号,十年或20万公里,6,多连杆式独立悬架,电子驻车,2019-09-27 09:15:24.053505
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动豪华型长轴9座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:25.638525
J,金杯,华晨雷诺,阁瑞斯,2016款 2.2L经典版 豪华型长轴10座,4,L,4,暂无数据,2.2,国IV/国V,国IV/国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:25.808417
J,金杯,华晨雷诺,阁瑞斯,2016款 2.2L经典版 标准型长轴10座,4,L,4,暂无数据,2.2,国IV/国V,国IV/国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:26.003297
J,金杯,华晨雷诺,阁瑞斯,2018款 2.7L手动豪华型长轴9座2TR,4,L,4,暂无数据,2.7,国V,国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:26.177190
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L豪华型短轴7座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:26.343087
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动豪华型短轴7座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:26.587543
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动标准型短轴7座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:26.774425
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L快运实用型,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:26.955314
J,金杯,华晨雷诺,阁瑞斯,2018款 2.7L手动豪华型短轴7座2TR,4,L,4,暂无数据,2.7,国V,国V,汽油,92号,-,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:27.143197
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L快运豪华型,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:27.320090
J,金杯,华晨雷诺,阁瑞斯,2018款 2.2L快运舒适型10座V22,4,L,4,暂无数据,2.2,国V,国V,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:27.693447
J,金杯,华晨雷诺,阁瑞斯,2018款 2.7L手动标准型长轴9座2TR,4,L,4,暂无数据,2.7,国V,国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:27.882325
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L豪华型长轴9座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:28.078206
J,金杯,华晨雷诺,阁瑞斯,2014款 2.0L豪华型短轴7座1TR,4,L,4,暂无数据,2.0,国IV+OBD,国IV+OBD,汽油,92号,两年或5万公里,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:28.244100
J,金杯,华晨雷诺,阁瑞斯,2014款 2.0L豪华型长轴10座1TR,4,L,4,暂无数据,2.0,国IV+OBD,国IV+OBD,汽油,92号,两年或5万公里,10-11,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:28.543727
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L标准型长轴9座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:28.715624
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L快运标准型,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:28.896508
J,金杯,华晨雷诺,阁瑞斯,2018款 2.2L快运豪华型10座V22,4,L,4,暂无数据,2.2,国V,国V,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:29.059409
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L经典版 豪华型短轴7座,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:29.216309
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L豪华型长轴10座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,10-11,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:29.513125
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动豪华型长轴10座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:29.727994
J,金杯,华晨雷诺,阁瑞斯,2019款 2.0L快运舒适型7座国VI 1TZS,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:29.968446
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动标准型长轴10座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:30.129347
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L标准型长轴10座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,10-11,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:30.402177
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L快运舒适型,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,6,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:30.578068
J,金杯,华晨雷诺,阁瑞斯,2014款 2.0L豪华型长轴9座1TR,4,L,4,暂无数据,2.0,国IV+OBD,国IV+OBD,汽油,92号,两年或5万公里,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:30.746963
J,金杯,华晨雷诺,阁瑞斯,2018款 2.0L快运舒适型7座V19,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:30.933327
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L经典版 标准型短轴7座,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:31.094227
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L经典版 标准型长轴9座,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:31.264122
J,金杯,华晨雷诺,阁瑞斯,2018款 2.7L手动豪华型长轴10座2TR,4,L,4,暂无数据,2.7,国V,国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:31.573930
J,金杯,华晨雷诺,阁瑞斯,2018款 2.4L手动标准型长轴9座2TZS,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:31.762444
J,金杯,华晨雷诺,阁瑞斯,2016款 2.0L经典版 豪华型长轴9座,4,L,4,暂无数据,2.0,国IV/国V,国IV/国V,汽油,92号,-,9,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:31.968318
J,金杯,华晨雷诺,阁瑞斯,2014款 2.4L标准型短轴7座4RB2,4,L,4,暂无数据,2.4,欧IV,欧IV,汽油,92号,两年或5万公里,7,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:32.137214
J,金杯,华晨雷诺,阁瑞斯,2018款 2.7L自动旗舰型长轴10座2TR,4,L,4,暂无数据,2.7,国V,国V,汽油,92号,-,10,单斜臂式螺簧独立悬架,暂无数据,2019-09-27 09:15:32.305110
J,金杯,华晨雷诺,阁瑞斯,2019款 2.0L快运舒适型10座国VI 1TZS,4,L,4,暂无数据,2.0,国VI,国VI,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:32.490995
J,金杯,华晨雷诺,阁瑞斯,2018款 2.0L快运豪华型7座V19,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,7,纵置板簧式非独立悬架,暂无数据,2019-09-27 09:15:32.669488
J,金杯,华晨雷诺,观境,2019款 1.6L 手动领先型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:15:33.285107
J,金杯,华晨雷诺,观境,2019款 1.5T 手动舒享型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:33.596913
J,金杯,华晨雷诺,观境,2019款 1.5T 手动旗舰型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:33.860577
J,金杯,华晨雷诺,观境,2019款 1.5T 手动智联型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:34.043462
J,金杯,华晨雷诺,观境,2019款 1.5T 手动领先型,4,L,4,5挡手动,1.5,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,手刹,2019-09-27 09:15:34.499180
J,金杯,华晨雷诺,观境,2019款 1.6L 手动舒享型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,扭力梁式非独立悬架,电子驻车,2019-09-27 09:15:34.938908
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动舒适型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,钢板弹簧,手刹,2019-09-27 09:15:35.568200
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动智尊型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,五连杆后悬架,手刹,2019-09-27 09:15:35.747092
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动智享型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,五连杆后悬架,手刹,2019-09-27 09:15:35.941971
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动精英型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,五连杆后悬架,手刹,2019-09-27 09:15:36.111864
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动豪华型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,五连杆后悬架,手刹,2019-09-27 09:15:36.312752
J,金杯,华晨雷诺,金杯F50,2018款 1.6L 手动经济型,4,L,4,5挡手动,1.6,国V,国V,汽油,92号,待查,7,钢板弹簧,手刹,2019-09-27 09:15:36.487650
J,金杯,华晨雷诺,金杯大海狮,2016款 2.5T大海狮L豪华型,未知,L,未知,暂无数据,2.5,国IV,国IV,柴油,0号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:39.203121
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮L豪华型,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:39.600154
J,金杯,华晨雷诺,金杯大海狮,2018款 2.7L大海狮L自动14座豪华型2TR,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:39.848357
J,金杯,华晨雷诺,金杯大海狮,2016款 2.7L大海狮L领航型,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:40.057583
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮L旗舰型,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:40.251462
J,金杯,华晨雷诺,金杯大海狮,2016款 2.7L大海狮L丰田动力版手动,未知,L,未知,暂无数据,2.7,国IV/国V,国IV/国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:40.596249
J,金杯,华晨雷诺,金杯大海狮,2016款 2.2L大海狮W快运盲窗版,4,L,4,暂无数据,2.2,国V,国V,汽油,92号,-,2,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:40.872079
J,金杯,华晨雷诺,金杯大海狮,2016款 2.5T大海狮L旗舰型,未知,L,未知,暂无数据,2.5,国IV,国IV,柴油,0号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:41.063379
J,金杯,华晨雷诺,金杯大海狮,2016款 2.7L大海狮LL豪华型,未知,L,未知,暂无数据,2.7,国IV,国IV,汽油,92号,-,10-18,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:41.239276
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮L标准型,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:41.420165
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮W豪华型,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,10-11,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:41.621039
J,金杯,华晨雷诺,金杯大海狮,2018款 2.4L大海狮L手动14座豪华型4RB2,4,L,4,暂无数据,2.4,国V,国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:41.816437
J,金杯,华晨雷诺,金杯大海狮,2018款 2.7L大海狮L手动14座豪华型2TR,未知,L,未知,暂无数据,2.7,国V,国V,汽油,92号,-,14,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:42.009319
J,金杯,华晨雷诺,金杯大海狮,2016款 2.5T大海狮W标准型,未知,L,未知,暂无数据,2.5,国IV,国IV,柴油,0号,-,10-11,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:42.182212
J,金杯,华晨雷诺,金杯大海狮,2016款 2.4L大海狮W快运厢货版,4,L,4,暂无数据,2.4,国IV/国V,国IV/国V,汽油,92号,-,2,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:42.362100
J,金杯,华晨雷诺,金杯大海狮,2016款 2.7L大海狮LL旗舰型,未知,L,未知,暂无数据,2.7,国IV,国IV,汽油,92号,-,10-18,变截面板簧非独立悬挂,暂无数据,2019-09-27 09:15:42.543987
