商品ID,产品型号,评论内容,点赞,评分,评论id,会员级别,评论时间
100006808184,8GB+128GB 黑色,顶级手机首选华硕，从来没有用过那么顶级的游戏手机，这种那么强大的游戏手机只有玩家国度。才能制造出来。855Plus首发，对比其他的竞品游戏，手机玩家国度败家之眼的优势绝对是明显的那盏性感的一闪一闪的灯，绝对是每个败家粉必不可少的存在。败家国度手机之太棒了，败家国度值得信赖。,1,5,路***子,金牌会员,2019-08-04 10:00:06
100006808184,8GB+128GB 黑色,非常不错非常流畅，电池真的很耐用，屏幕还可以没有遇到贴吧说的问题，120桢丝滑顺畅,0,5,j***b,铜牌会员,2019-07-31 00:00:16
100006808184,8GB+128GB 黑色,手机真的超级棒！性能方面都很好 游戏全都自动最高配  手机稍微有点重 晚上躺床上举着手机玩的小伙伴当心啦 砸一下能疼好久,0,5,j***V,注册会员,2019-07-31 00:01:08
100006808184,8GB+128GB 黑色,AirTriggers力度可以自行设置，压感可调控，这个设计就很人性了，配合震感，开枪多准爽,0,5,jd_150134wug,PLUS会员,2019-08-04 08:42:21
100006808184,8GB+128GB 黑色,高性能的游戏手机！真的非常爽！京豆早上买，当天就到！包装好，服务好，快递快！,0,5,c***n,PLUS会员,2019-08-07 10:00:18
100006808184,8GB+128GB 黑色,打游戏网络很流畅哦，王者完全没有卡顿情况，电池目测很耐用低配版配送18w充电器也还可以，其他各方面信号也挺好的，最重要是抢到咯还不贵,0,5,yd189*****606zb,钻石会员,2019-08-01 00:50:20
100006808184,8GB+128GB 黑色,运行速度快，玩游戏的一种神机！物超所值！值得下手！??无论外型，设计方面，都能做很出色！赞赞赞！,0,5,LCR-村长,钻石会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,开箱相当经验，120hz简直太给力了，流畅的不要不要的,1,5,立童,铜牌会员,2019-08-13 16:43:19
100006808184,8GB+128GB 黑色,新机今天到，很满意！没有翻车哦。必须好评。败家之眼不再败家了，哈哈。玩了一把农药，感觉完美适配呀。散热也好。也很流畅，总之好评！！,0,5,j***l,金牌会员,2019-08-04 10:00:11
100006808184,8GB+128GB 黑色,梦寐以求的手机，自己好不容易攒钱买的，学生党有能力购买的力捧，性能特别好，机身颜值超级高！,1,5,jd_138135wuxh,注册会员,2019-08-13 21:16:24
100006808184,8GB+128GB 黑色,很好  游戏进行的很快  刚打一把王者局 伽罗带飞全场 游戏屏幕也大的不行 很OK,1,5,小妖精的尾巴呢,PLUS会员,2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,二抢终于抢到了！好看，灯一闪一闪酷的。吃鸡进入果然很快，第一把就吃到了鸡，爽。,0,5,m***r,PLUS会员,2019-08-04 10:00:32
100006808184,8GB+128GB 黑色,手机非常满意。一点也不厚重 屏幕没有他们说的颗粒感。总之满意。游戏秒杀所有游戏手机,0,5,d***1,PLUS会员,2019-08-04 00:07:05
100006808184,8GB+128GB 黑色,收到快递打开合子看到机器，超赞，手感好，样子飘亮，玩了一会系统超好，还在研究，后评,0,5,jd_139257299,金牌会员,2019-08-07 10:00:45
100006808184,8GB+128GB 黑色,非常满意，手机用了几天以后才评价的，屏幕显示清晰细腻，便用顺滑，后盖呼吸灯彰显个性，电池重度一天毫无压力，给力！,0,5,黎***8,钻石会员,2019-07-31 00:04:30
100006808184,8GB+128GB 黑色,"发货速度快的没得说，手机屏幕很好，电池也够大,可以用很久，重量没想象中的那么重，很满意",0,5,a***8,金牌会员,2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,眼镜很酷，主题变换x模式的时候也很炫酷，打游戏不掉帧，这个配置这个价位很值，很舒服的一次购物体验。,0,5,j***2,铜牌会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,手机不错，不愧败家之眼，大气，玩游戏也顺，快，猛，很喜欢，不错不错，京东物流也很快，快速到手，用着舒服，哈哈哈。,1,5,瀚***黎,PLUS会员,2019-07-31 00:00:18
100006808184,8GB+128GB 黑色,真香，败家之眼这次有点出乎我的意料，大电量需要能力高，高帧率不卡顿，运行速度快，x模式?肩键的设计游戏体验非常棒！,0,5,jd_156683htn,钻石会员,2019-08-04 00:20:17
100006808184,8GB+128GB 黑色,快递真滴快！手机也不错，膜还没到，体验还不到位，后续追评！大家关心的屏幕问题我好像也没发现，三星苹果我也常用，也没好太多，我感觉还行。,0,5,买点东西你还要取名,金牌会员,2019-07-31 00:01:15
100006808184,8GB+128GB 黑色,京东物流速度非常快！这是喜欢京东购物的原因之一！手机配置高端！系统开起来流畅度非常快，外观非常符合潮流，拿起来手感好！,0,5,jd_138601jyc,PLUS会员,2019-08-04 10:00:51
100006808184,8GB+128GB 黑色,手机非常给力，尤其是玩王者跟吃鸡，特效全开都无压力，电池更是耐用，在也不用担心打着打着没电了。,0,5,搞套房子玩玩啊,PLUS会员,2019-07-31 10:00:03
100006808184,8GB+128GB 黑色,值得入手的一款游戏手机，拿到之后电池待电很足，玩游戏0卡顿，战队打比赛首选,1,5,cz刘院长,金牌会员,2019-08-07 10:00:59
100006808184,8GB+128GB 黑色,"哇! !手机今天到手了，物流是真快，当天就到了。玩了3、4小时的吃鸡电池是真的给力呀，再也不是和以前边充玩的那样了，感觉这个玩起来非常的流畅手机摸着比较有手感看着很大气上档次第一次买这么贵的手机以前都是用的魅族想想还是有些小心疼，不过还是蛮开心的，不说了,吃鸡去喽。真心推荐&hellip;&hellip;",0,5,jd_131006nxu,PLUS会员,2019-07-31 00:00:23
100006808184,8GB+128GB 黑色,电量巨大，续航能力也太强了吧，感觉不需要移动电源了，玩游戏非常流畅，败家之眼的设计很一直对得起他的价格，真的不错。,0,5,j***1,PLUS会员,2019-08-04 09:28:45
100006808184,8GB+128GB 黑色,真心为游戏而生，肩键真好用，电池够大，CPU 够抢劲，玩游戏不卡。超级满意。,0,5,jd135560wth,金牌会员,2019-08-07 10:02:27
100006808184,8GB+128GB 黑色,今天早上11点上手玩到现在，其实前几天看评论心里巨忐忑，屏幕的问题吓得我呀！毕竟我也是用过p30pro受不了屏幕扔掉的男人啊！把玩到现在，嗯怎么说很开心，屏幕比我想象中的好很多，暗环境下也过得去，装X之眼也是利器，但是6000的电量没有想象中耐用，掉的很快比不上华为安心，游戏体验很棒，真心很棒。Iphonemax下午就卖市场了！嘿嘿，开心,0,5,jd_420099893,钻石会员,2019-08-04 10:01:04
100006808184,8GB+128GB 黑色,老公喜欢，买了之后觉得很不错。去年买的黑鲨，比较了下，这个也很不错，爱不释手，玩游戏很方便，希望能耐用些，先好评一下。,0,5,jd_334545528,PLUS会员,2019-07-31 00:00:10
100006808184,8GB+128GB 黑色,电池耐用 早上用到现在还剩58%  我小米手机2个小时后就要充电 玩游戏比较流畅 手感很好 超喜欢 一定也给我女神买一台,0,5,jd180019ogb,银牌会员,2019-07-30 18:50:59
100006808184,8GB+128GB 黑色,手机挺大的，电量很经用，游戏打起来超爽！包装盒换成那岩评测的时候那种盒子就好了，就更帅了。,1,5,呼嚓嚓,金牌会员,2019-08-04 10:00:57
100006808184,8GB+128GB 黑色,使用了一天很好用。打游戏，看电影都不错。拍照也不差。这个价位值了。屏幕调到最暗也没出现偏色现象。,0,5,上***药,注册会员,2019-07-31 00:00:45
100006808184,8GB+128GB 黑色,终于抢到了！高性能的游戏手机！终于可以试一下了，京东早上买，当天就到了！服务和快递实在太好了！！！,0,5,c***n,PLUS会员,2019-08-04 10:00:16
100006808184,8GB+128GB 黑色,0点熬夜秒的手机，当天就收到了，物流速度很快，相信京东。手机确实惊艳，发热控制得很好，音质也不错，不愧是专门玩游戏的手机，哈哈，rog值得拥有，而且价格实惠,0,5,jd514304fjl,PLUS会员,2019-07-31 00:00:09
100006808184,8GB+128GB 黑色,第一次在京东买手机，这个是朋友推荐的。然后就买了，这手机超nice.非常流畅！用起来超舒服！,1,5,EXbCgwWvzHYf,铜牌会员,2019-07-31 00:01:03
100006808184,8GB+128GB 黑色,不愧是败家之眼，用起来感觉真是不错！做工完美，只要3499！没感觉到多重，是挺大的！纯爷们就要用大手机?,0,5,hslanhai,PLUS会员,2019-07-31 00:00:18
100006808184,8GB+128GB 黑色,非常好用，外观霸气，不用说。配置完全够用。,0,5,陈琦19870727,PLUS会员,2019-08-04 10:01:05
100006808184,8GB+128GB 黑色,4号拍下来，到天就到了，先赞一下京东快递，快到没朋友。购买的时候也很忐忑，网上说屏幕很多问题，我也怕我会翻车，收到之后各种测试，幸亏没有翻车，除了指纹解锁是个短板，其他真的很完美，弄个脸部识别就可以解决指纹解锁的问题了。现在还在体验中，过几天再追加一下,0,5,小汤哥gg,钻石会员,2019-08-04 10:00:35
100006808184,8GB+128GB 黑色,抢了2次才抢到，还算幸运。手机拿到拆机的时候手都激动的发抖，质感很好，用料很给力，配置这么给力，又是跟~合作的，第一时间就把王者荣耀安装，爽了一把，流畅的不行。以后玩~的游戏真的是天生BUFF，哈哈。自带手机壳，附件什么的摸起来感觉就很耐用。有点不敢相信，ROG居然卖的这么便宜了，难怪朋友说这个手机，一个败家之眼的LOGO都三千多了，3499买了个败家之眼还送了个三千的手机玩。在京东买东西从来没像这次一样评价这么多文字，真是激动的不行，不说了，我去拿五杀了。,0,5,l***6,金牌会员,2019-07-30 19:13:48
100006808184,8GB+128GB 黑色,昨天熬夜抢购的 到点了一点就抢到了 开心死了 一直关注这个手机 迫不及待的打开手机 整体非常棒，不愧是高配处理器，帧数很稳定 支持超高清画质开启 一点压力有没有 玩游戏超级爽  不说了 我要开始我的**了,128,5,jd_152161fvv,PLUS会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,当晚上十二点抢到后激动的一晚上没有睡着觉，次日中午收到回家后拆开爱机第一眼就爱上它，120刷屏很流畅，六千毫安大电池我打了一天游戏都还有电，霸气的外观，尤其是败家之眼，这个手机买的太值了，值得购买,1,5,j***0,注册会员,2019-07-31 00:00:21
100006808184,8GB+128GB 黑色,很顺畅，外观帅炸了，哈哈哈哈哈哈啊啊啊啊啊红红火火哈,0,5,2***N,钻石会员,2019-08-07 10:00:21
100006808184,8GB+128GB 黑色,玩了一天，不愧是信仰，游戏什么的小意思，电池很棒，系统流畅度有待提高。抢网很厉害是真的，看后续表现,2,5,j***d,注册会员,2019-07-31 00:01:00
100006808184,8GB+128GB 黑色,一收到就迫不及待的拆开试了。之前用的iPhone X    其实也没任何问题。纯粹是对玩家国度的爱，信仰才买的。   果然牛。3499感觉 超值      装了四五十个应用   不见卡   玩游戏也没毛病      强烈推荐,0,5,永远的81分先生,PLUS会员,2019-08-04 10:02:41
100006808184,8GB+128GB 黑色,听我说，这波信仰绝对值!配置大家都知道了，很无敌堆料十足。王者的时候居然可以跟着我的节奏亮灯。我开始还没有发现，做我对面床同学发现的，太秀了，我喜欢,0,5,巴***的,PLUS会员,2019-08-04 01:40:59
100006808184,8GB+128GB 黑色,关注了好久，终于抢到了，发货速度真快，下午拿到手机了，感谢快递小哥，打开手机，是自己理想的手机，玩游戏测试了一下，完美，简直是自带物理挂，玩游戏值得拥有！,0,5,155*****533_p,PLUS会员,2019-08-04 10:00:15
100006808184,8GB+128GB 黑色,外观看起来很好看，颜值很高，手感流畅，触感很好，体验一番相当喜欢，不错不错哦,0,5,Alan921Amy,PLUS会员,2019-08-07 10:00:37
100006808184,8GB+128GB 黑色,我最喜欢的其实是这机的电池！没电再好配置也是白给，1代还可以回血1500，嗯很好狠rog,0,5,C***封,银牌会员,2019-08-07 10:17:17
100006808184,8GB+128GB 黑色,等了好久了，看到官方宣传的时候就立马想买下来，拿到手后发现手机真的是精致，配置高，游戏非常流畅，很是喜欢！！！,1,5,hwz5651,PLUS会员,2019-07-31 00:00:20
100006808184,8GB+128GB 黑色,在~看有些翻车的，收到了之后自己也试了一下，没有翻车，各方面都很不错，120hz屏幕刷新率玩起游戏来很流畅。,0,5,丨***丶,PLUS会员[试用],2019-07-31 00:00:17
100006808184,8GB+128GB 黑色,很好。。。。用了飞一般的感觉，大游顺畅无比,2,5,j***f,注册会员,2019-08-07 10:07:06
100006808184,8GB+128GB 黑色,ROG败家之眼 ，真的很香 ，玩游戏的时候一定要记得把风扇打开  炫酷灯闪闪的  运行速度很快,0,5,WANGXIAOJIE丶,PLUS会员,2019-08-07 10:11:50
100006808184,8GB+128GB 黑色,掌柜发货神速，物流超快，上午下单下午就收到，宝贝相当给力，是我喜欢的类型，功能特别强大，玩游戏遛遛的，像素给力，已推荐更多好友来购买。,0,5,jd_136060wkj,PLUS会员,2019-08-04 10:00:41
100006808184,8GB+128GB 黑色,很不错的手机，电池真的耐用，屏幕真没感觉哪里差了，可能是我眼睛不灵敏吧哈哈,0,5,购***晨,PLUS会员,2019-08-04 10:02:03
100006808184,8GB+128GB 黑色,物流很快，昨天买的今天就到了。120hz刷新率的屏幕果真不是吹的！ROG厉害！,0,5,忧桑的猪猪,PLUS会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,手机很棒，屏幕开始是有点不适应，调成 影院  效果  观感 好很多！败家之眼 值了,0,5,丿Man-,铜牌会员,2019-07-31 00:00:23
100006808184,8GB+128GB 黑色,10点参加预约抢购抢到了，下午就送过来，很不错，京东物流速度就是赞，手机颜值也很高，玩王者荣耀，吃鸡不卡，性价比很好哦，推荐推荐,0,5,jd_135372kis,PLUS会员,2019-08-04 10:00:17
100006808184,8GB+128GB 黑色,手机真心不错玩方舟子也不热。郁闷了十公分的板凳上掉下来摔碎了心态爆炸,2,5,jd_188337gwq,PLUS会员,2019-07-31 00:00:25
100006808184,8GB+128GB 黑色,帅气给力，体验一下效果果然不错，速度杠杠了，性价比超级高，简直是我gun神,4,5,tomy君,PLUS会员,2019-07-31 00:01:00
100006808184,8GB+128GB 黑色,第一次使用游戏手机，今天早晨下单，下午就收到了。京东物流还是很给力的。包装盒像个板砖很有个性。机子拿到手机质感不错，屏幕的清晰程度跟其他手机清晰多了。后面的灯光logo也是非常有个性。使用之后再做其他评价。,0,5,胡甜甜鸭,钻石会员,2019-08-04 10:00:01
100006808184,8GB+128GB 黑色,好用，玩游戏非常给力，感觉技术都提升了很多，其它各方面也没感觉什么不好的,0,5,依旧不旧丶,金牌会员,2019-08-07 10:00:11
100006808184,8GB+128GB 黑色,还不错啦，一个自己用一个送人，855很给力，散热也不错，游戏运行流程，要是机身和重量能提高一下就更完美了,0,5,jd_134866nol,银牌会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,我6000毫安电池，855plus CPU4根天线，120赫兹电竞屏，满满都是爱，信仰灯败家之眼走到哪里都是最亮的，为信仰充值。,0,5,153*****483_p,PLUS会员,2019-07-31 00:00:20
100006808184,8GB+128GB 黑色,手机非常棒，120hz的刷新率超流弊 散热也超级棒！当天晚上抢到的，第二天就到了！,0,5,唯ai柠,铜牌会员,2019-07-31 00:00:06
100006808184,8GB+128GB 黑色,性能非常强悍，各方面都非常好，系统暂时不知道怎么样,0,5,l***u,PLUS会员,2019-07-31 00:00:48
100006808184,8GB+128GB 黑色,宝贝很赞，做工真厚实用起来没发现游戏快了可能我只打打麻将吧。,0,5,鶄謐,PLUS会员,2019-08-07 10:00:25
100006808184,8GB+128GB 黑色,还有一个游戏模式，开了之后吃鸡和王者帧率、网络延迟稳定，还很贴心的屏蔽了通知，这个点个赞。,1,5,jd_170905cgmo,PLUS会员,2019-08-07 10:10:20
100004048991,12GB+512GB 黑色,真的超爽游戏体验极佳来张用手机拍的照,2,5,j***7,注册会员,2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,手感特别好，很有份量，三千五的眼睛，值了。,0,5,泠***儿,注册会员,2019-07-31 00:00:19
100006808184,8GB+128GB 黑色,不错很强大 各方面都很优秀，特别是颜值。 对了，有人比跑分吗？,0,5,j***9,PLUS会员,2019-07-31 00:00:05
100006808184,8GB+128GB 黑色,手机很酷，帅气，玩游戏体验感觉超赞,1,5,jd_153996wvd,注册会员,2019-08-12 10:59:23
100006808184,8GB+128GB 黑色,用过三星高端机，也用过华为高端机！这是第一次用华硕手机！玩了游戏！三星，华为都有优缺点！从我自身角度来看，还是性价比来看，华硕真可以说的上是佼佼者！如果是玩游戏选择华硕手机，是非常不错的！,2,5,春泥灬,金牌会员,2019-07-31 00:00:16
100006808184,8GB+128GB 黑色,这个手机性能真的太强，外观又很漂亮，特别是手机背部的手机标志灯，太炫酷了，期待下次的购买！！,0,5,jd_137945nuq,PLUS会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,机器非常给力，拿到手机马上开了一句局，游戏666，灯效非常好，强烈推荐,2,5,I***信,钻石会员,2019-07-31 08:22:59
100006808184,8GB+128GB 黑色,手机还不错，打游戏非常快一点都不卡，快递也非常快屏幕麻meeee还能接受。,0,5,j***0,注册会员,2019-08-12 10:03:01
100006808184,8GB+128GB 黑色,电池耐用 早上用到现在还剩58%  我小米手机2个小时后就要充电 玩游戏比较流畅 手感很好 超喜欢 一定也给我女神买一台,5,5,柠檬草之味,金牌会员,2019-07-30 18:59:24
100006808184,8GB+128GB 黑色,东西收到了，上手之后很不错，尤其是那颗眼睛，感觉3499超值，上手之后体验很不错，120hz给人的感觉真的很舒服。,0,5,S***t,铜牌会员,2019-07-31 00:00:56
100006808184,8GB+128GB 黑色,我感觉这手机很快。我用120赫兹聊QQ，爽爆。之前用不惯3指，这下钢*也不怂，快,1,5,w***0,PLUS会员,2019-08-04 07:59:41
100006808184,8GB+128GB 黑色,手机很好用，很流畅，打开游戏很快，简直就是游戏党的福利，强烈推荐,0,5,jd_134702cts,PLUS会员,2019-08-04 10:00:14
100006808184,8GB+128GB 黑色,为了买这这款手机，一直熬夜到12点，终于皇天不负有心人啊！让我抢到了。发货很快，第二天就到手了，系统流畅，玩游戏一点也不卡，电量也很充足，充满电量可以玩一整天,0,5,零距离51,PLUS会员,2019-07-31 00:00:08
100006808184,8GB+128GB 黑色,游戏界的王者机，很好，很流畅，手感也很好，外观也炫酷???,0,5,h***t,PLUS会员,2019-08-04 10:00:09
100006808184,8GB+128GB 黑色,刚收到货，很不错的手机，高端大气上档次,0,5,jd_153901ucr,PLUS会员,2019-08-04 10:00:03
100006808184,8GB+128GB 黑色,很不错的手机，很有分量的。这个价位性价比无敌了。打吃鸡很爽，温度也不是很高。,0,5,偶***兄,PLUS会员,2019-08-04 10:00:00
100006808184,8GB+128GB 黑色,物流超级快，玩游戏很带感，声音效果很好，操作的手感也好，赶紧打我的王者，很喜欢,0,5,NancyLiu--,PLUS会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,性能杠杠的，颜值不错，设置多样可玩性高，充电速度很快。性价比高，很满意的产品。,0,5,m***n,PLUS会员,2019-08-04 10:00:20
100006808184,8GB+128GB 黑色,12点抢购抢到的，手机开出来做工很好，很有质感，屏幕清晰，玩游戏很流畅，物美价廉,0,5,未成年面包包,铜牌会员,2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,第二个，不用说了，是好手机。特赞快递，快快快。派件员非常棒！！！上图！！！,0,5,h***_,PLUS会员,2019-08-07 10:03:08
100006808184,8GB+128GB 黑色,这个手机第一次使用，外观漂亮，手机性能稳定，玩游戏非常流畅。支持华硕。,0,5,c***8,PLUS会员,2019-08-07 10:15:48
100006808184,8GB+128GB 黑色,真**大，手机很滑。附带的东西真少。。就这感觉。。。,2,5,w***0,钻石会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,对rog的信仰。做工一流，玩王者荣耀直接碾压，外观超好看。性价比也比顶配高很多,0,5,威少911,PLUS会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,非常不错，很快，手拿的触感很好，很贴切人手的弧度，打游戏非常给力，值得拥有！,0,5,步格0209,PLUS会员,2019-08-04 10:00:17
100006808184,8GB+128GB 黑色,手机玩游戏非常好，非常棒的体验，物流速度也很快，当天就收到了，很好很强大！！,0,5,陈***我,PLUS会员,2019-07-31 00:00:21
100006808184,8GB+128GB 黑色,非常好用的手机，做工用料很到位，很不错的，外观设计一流，很喜欢，这配置这价格没的说，非常喜欢了，多谢京东快递员,0,5,波mawenbo1106,钻石会员,2019-08-04 10:00:30
100006808184,8GB+128GB 黑色,物流比较快晚上下单，第二天早早到了，手机使用很好非常流畅，而且3'.5耳机孔不错，很实用总体来说体验非常不错,0,5,j***b,PLUS会员,2019-08-04 01:00:20
100006808184,8GB+128GB 黑色,鹰眼，玩家信仰，一直惦记着买部ROG手机，正好瞄到玩家国度游戏手机的上市，120赫兹，超强画面感，游戏玩家的首选啊，个人真心觉得很好，买起来性价比很高，物流也很快，很满意，希望用起来如笔记本那样的好呀！,0,5,z***6,钻石会员,2019-07-30 23:08:39
100006808184,8GB+128GB 黑色,手机非常漂亮，机身屏幕大约有18cm长真给力。屏幕很清晰，没有出现所谓的麻布屏。非常好的一款强大手机。给力给力,0,5,地***肴,PLUS会员[试用],2019-08-07 10:15:07
100006808184,8GB+128GB 黑色,新机到手！120hz的高刷新就是不一样！~的游戏加速和败家之眼的硬件支持带来非凡的游戏体验，足见这款手机的不同大品牌用心之作,5,5,a***2,注册会员,2019-07-30 19:54:26
100006808184,8GB+128GB 黑色,没有什么毛病，玩刺激战场的兄弟我建议你调画质为高清，帧数调到极限，加上肩键的配合真的操作很顺，手机非常好用。,0,5,jd_153610izo,PLUS会员,2019-08-04 01:47:31
100006808184,8GB+128GB 黑色,手机电池很大  待机时间长  玩游戏很棒,0,5,d***7,PLUS会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,用得不错帮常打游戏朋友买一个，华硕手机电池容量大，各方面都可以，京东商城网购就是好隔天到货，快递员服务也很好。,0,5,jd125111yfq,PLUS会员,2019-08-07 10:01:12
100006808184,8GB+128GB 黑色,这款手机从发布开始。我就一直关注，用了快一个星期了、这手机用起来挺好屏幕看起来舒服电量持久也很好关键打游戏很流畅顺滑,0,5,uoJtGXxoWjpY,PLUS会员,2019-07-31 00:00:06
100006808184,8GB+128GB 黑色,今天早上抢到  下午就到货了  快递员很热情  手机打游戏好流畅,0,5,6***5,PLUS会员,2019-08-04 10:00:31
100006808184,8GB+128GB 黑色,非常不错，手机电池大，感觉不是很重，很好,0,5,如影v随风,铜牌会员,2019-07-31 00:00:24
100006808184,8GB+128GB 黑色,我真的太喜欢我的爪子了，我感觉我上辈子就是一直八爪鱼，需要给我的每只爪子都配一台ROG手机2哈哈，玩的很舒服。,0,5,加冰v,PLUS会员,2019-08-07 10:10:05
100006808184,8GB+128GB 黑色,到货特别快，第二天就到了，手机和想象中一样很高上大，专门买来玩游戏的，敏感度和速度都特别快，不错！,0,5,黄***y,钻石会员,2019-07-31 00:00:27
100006808184,8GB+128GB 黑色,0点抢到的，真的没想到自己能抢到~太棒啦！白天激动到不行，快递很快，卖家服务态度很好，收到就拆开装游戏啦，120Ghz的刷新频率真是用啦再也离不开了，游戏非常流畅，散热效果非常不错~火力全开，游戏体验非常棒！性价比超高！！！,0,5,Y***O,PLUS会员,2019-07-31 00:00:11
100006808184,8GB+128GB 黑色,用过三星和小米和华为还有红魔总感觉质感都不行，平时主力利是xsmax所以比较挑剔。这次的rog质感和手感都很不错跟xsmax比起来不差上下。甩其他国产机一条街不止。相当满意,0,5,jd_158297xnr,PLUS会员,2019-07-31 00:01:09
100006808184,8GB+128GB 黑色,深夜抢购ROG2手机收到，性能超越，运行流畅，~游戏加入性能超强，败家之眼给力，发货速度很快，一次不错的购物体验，玩家国度游戏中的强者,18,5,孙***生,钻石会员,2019-07-30 19:24:58
100006808184,8GB+128GB 黑色,测试过王者荣耀训练场和吃鸡训练场，在训练场无压力的，总体来说是一款非常出色的手机。,0,5,爱***样,PLUS会员,2019-07-31 00:00:00
100006808184,8GB+128GB 黑色,无论从显示效果还是运行速度以及触屏控制都十分令人满意。面容识别十分灵敏精准。一个字，棒。,0,5,功***3,PLUS会员,2019-08-01 01:18:12
100006808184,8GB+128GB 黑色,只在上面下载了游戏 单说游戏的话 很不错的  别的东西不建议下 占cpu 毕竟游戏手机嘛,0,5,诺晨到此一游,PLUS会员,2019-07-31 00:00:34
100006808184,8GB+128GB 黑色,从手机开始发布的当天晚上我就开始抢，终于在第二次十点抢到了，非常激动今天刚到手，这款手机总的来说还是很奈斯的。对比黑鲨2pro和红魔3这款还是最牛的！,0,5,TA他说,PLUS会员,2019-07-31 10:00:04
100006808184,8GB+128GB 黑色,运行流畅，120hz屏幕触摸非常顺滑，机器用着挺舒服，大电池续航给力。,0,5,w***7,PLUS会员,2019-07-31 00:00:10
100006808184,8GB+128GB 黑色,不错很好看特别是那眼睛，打游戏也一点都不卡,0,5,jd_187117cza,PLUS会员,2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,一款很棒的手机 非常适合打游戏 用起来很顺手 总体来说很值得买 价格也可以接受 期待这个系列的手机继续发售！,0,5,jd398733cro,PLUS会员,2019-07-31 00:00:06
100006808184,8GB+128GB 黑色,到手两天，只可以说真的很爽，只有用过的人才知道，别去看那些吹毛求疵的人唧唧歪歪，败家之眼，值得拥有,3,5,游园春梦,钻石会员,2019-08-13 01:25:41
100006808184,8GB+128GB 黑色,机器收到了，包装好，优点就不说了，大家自己去看看配置就知道了，京东物流还是很快的，早上下，下午就收到了。,0,5,jd_176660usq,PLUS会员,2019-08-04 10:00:07
100006808184,8GB+128GB 黑色,手机很流畅用过一代一直关注着这款，能抢到真不容易，早上下下午到真的很快，玩几天感受一下。,0,5,s***e,钻石会员,2019-08-04 10:00:06
100006808184,8GB+128GB 黑色,物流很快，服务很好，今天早上下单，晚上就到了，打游戏很爽，不卡，内存很大，照片很清晰，下次再来买！！！,0,5,爱***2,PLUS会员,2019-08-04 10:00:59
100006808184,8GB+128GB 黑色,用了一天才来评价，生产日期显示8月，屏幕没有翻车。个人比较喜欢拍照，相机水印很帅，第二张图的广角镜头比较实用(????),0,5,肥淇肥淇肥淇,注册会员,2019-08-12 18:33:11
100006808184,8GB+128GB 黑色,昨天晚上守着抢到了，真棒。今天等了一天，不断看那京东物流，下午送到了。很快，第一次评论，因为实在太满意了。很喜欢rog2，鼠标也买了rog的很好用,1,5,俸代明,PLUS会员[试用],2019-07-31 00:00:13
100006808184,8GB+128GB 黑色,air trigger真的是太好用了，而且电池超大，十分耐久，充电也很快。rog持家之眼，真香！,0,5,Junchnzy,银牌会员,2019-07-31 00:00:39
100006808184,8GB+128GB 黑色,第一批没抢到，苦苦等待两天，打开的那一刻值了，拿在手里非常有手感，可惜买的手机膜没到，不舍得用呀，哈哈,0,5,敷衍壹笑,钻石会员,2019-07-31 10:00:05
100006808184,8GB+128GB 黑色,开售当天0点侯着抢到了，当不了主力机，很多功能没有，像隔壁的小爱同学很便利，想了下卖掉了。不过硬件是真的不错的要承认，京东也很给力。等某米新机吧。,0,5,咏***夕,PLUS会员,2019-07-31 00:00:07
100006808184,8GB+128GB 黑色,手机不错很大，就是重了点，跑分超高，rgb灯靓 ，显示效果很好，这个价格值得买,1,5,介***5,PLUS会员,2019-07-31 00:00:04
100006808184,8GB+128GB 黑色,看着不错，先用用试试，应该很好，平时喜欢玩游戏多点，体验一下吧！,0,5,李***5,PLUS会员,2019-08-04 10:00:52
100006808184,8GB+128GB 黑色,手机颜值在线，打游戏一点都不卡，续航能力很强，发热低，值得入手！,0,5,二分之--甜,PLUS会员,2019-07-31 00:00:17
100006808184,8GB+128GB 黑色,没想到竟然抢到了，发货很快，当天就收到货了，手机非常的好，,0,5,JDVIP0002,PLUS会员,2019-08-07 10:07:51
100006808184,8GB+128GB 黑色,当时看到好多差评说手机屏幕不行也是犹豫了好几次才买，今天收到货了，屏幕我觉得很好没有问题，包括游戏画质流畅度都很满意，三千多的性价比真的很高了，我之前用的黑鲨一代，rog2真香！,0,5,jd_6868686866,PLUS会员,2019-08-13 10:51:14
